485
0.48739, 0.41371
0.74283, 0.81081
0.98218, 0.27564
0.11883, 0.34305
0.56805, 0.63465
0.24768, 0.75424
0.50163, 0.29535
0.07722, 0.52831
0.25833, 0.72079
0.36918, 0.36126
0.19083, 0.31264
0.55479, 0.05622
0.27187, 0.2525
0.83217, 0.26136
0.8028, 0.57869
0.11895, 0.65957
0.41942, 0.58655
0.92867, 0.70713
0.35225, 0.09729
0.67028, 0.76377
0.56635, 0.21683
0.1615, 0.80755
0.67832, 0.99648
0.54304, 0.317
0.9078, 0.08917
0.74053, 0.24594
0.61719, 0.5369
0.45752, 0.30235
0.67641, 0.80476
0.04144, 0.34457
0.19842, 0.19837
0.80025, 0.98687
0.7334, 0.35949
0.42341, 0.23036
0.12392, 0.08981
0.0828, 0.30681
0.5402, 0.5292
0.94515, 0.995
0.76969, 0.49668
0.36674, 0.84623
0.71513, 0.38005
0.88108, 0.65117
0.23002, 0.22491
0.45221, 0.65876
0.13209, 0.79411
0.78899, 0.84979
0.88864, 0.89084
0.06969, 0.22855
0.4486, 0.29115
0.75849, 0.36668
0.98133, 0.04978
0.08832, 0.36131
0.34582, 0.76442
0.89053, 0.70293
0.36011, 0.47155
0.26995, 0.42312
0.38356, 0.74967
0.21773, 0.90365
0.39158, 0.78152
0.9513, 0.77236
0.55053, 0.88295
0.17488, 0.1114
0.59768, 0.42903
0.83035, 0.23808
0.61792, 0.33824
0.92255, 0.22671
0.00067, 0.07096
0.68739, 0.49744
0.04103, 0.35569
0.5674, 0.9089
0.18608, 0.40138
0.76526, 0.93655
0.8815, 0.4611
0.40311, 0.61822
0.80262, 0.14867
0.69421, 0.50605
0.44986, 0.76052
0.68455, 0.06317
0.53933, 0.58237
0.99918, 0.12201
0.89984, 0.29205
0.22423, 0.70711
0.02952, 0.43343
0.85155, 0.26034
0.18909, 0.50421
0.04431, 0.24308
0.07266, 0.37232
0.02496, 0.44468
0.44534, 0.38692
0.62707, 0.72313
0.88896, 0.97206
0.55237, 0.92451
0.84937, 0.43432
0.18785, 0.91245
0.73737, 0.69163
0.48085, 0.79559
0.92871, 0.91644
0.37738, 0.90209
0.48428, 0.04941
0.17424, 0.29803
0.18318, 0.52103
0.08274, 0.11487
0.67287, 0.16439
0.68262, 0.14936
0.89164, 0.45852
0.62804, 0.45318
0.86863, 0.47141
0.62144, 0.861
0.56627, 0.61328
0.58713, 0.76487
0.04529, 0.08383
0.98042, 0.71902
0.0511, 0.64614
0.97604, 0.37401
0.64366, 0.54369
0.1857, 0.22533
0.30727, 0.84996
0.72332, 0.26473
0.64298, 0.19917
0.425, 0.78083
0.32035, 0.49022
0.13184, 0.41647
0.08162, 0.4284
0.57234, 0.91769
0.36884, 0.13983
0.62268, 0.59201
0.84203, 0.76578
0.40086, 0.22392
0.39047, 0.37553
0.07542, 0.82601
0.47152, 0.33964
0.80972, 0.90472
0.44415, 0.70712
0.26848, 0.5652
0.2243, 0.63067
0.57396, 0.39011
0.89012, 0.50268
0.52661, 0.0194
0.89391, 0.11826
0.3614, 0.95148
0.94329, 0.00775
0.96332, 0.24193
0.89515, 0.29076
0.05326, 0.28545
0.80971, 0.83265
0.01527, 0.46667
0.05662, 0.82526
0.22117, 0.05468
0.6245, 0.26208
0.30284, 0.30805
0.41545, 0.27227
0.22093, 0.04227
0.00528, 0.50324
0.98445, 0.35222
0.83109, 0.60888
0.67106, 0.69646
0.64308, 0.61904
0.19324, 0.79777
0.46842, 0.9528
0.51089, 0.05254
0.14572, 0.13251
0.54258, 0.31069
0.34758, 0.17037
0.53327, 0.30519
0.8228, 0.53438
0.33532, 0.98441
0.60284, 0.18124
0.50203, 0.58275
0.60273, 0.2893
0.04585, 0.58488
0.34867, 0.56253
0.63547, 0.22788
0.13675, 0.70159
0.7871, 0.85805
0.21963, 0.39771
0.21754, 0.58636
0.37179, 0.84471
0.42973, 0.89092
0.4862, 0.4949
0.79552, 0.78827
0.3391, 0.57703
0.92823, 0.8833
0.38625, 0.56565
0.66922, 0.83197
0.04533, 0.86657
0.72566, 0.85592
0.69138, 0.5999
0.10909, 0.72319
0.80812, 0.06337
0.11279, 0.22248
0.21361, 0.04757
0.0677, 0.89824
0.96312, 0.98322
0.19682, 0.49978
0.77546, 0.77059
0.36334, 0.75121
0.41898, 0.36022
0.96296, 0.47742
0.02807, 0.09038
0.79616, 0.77971
0.17653, 0.56165
0.64496, 0.15886
0.07604, 0.65154
0.11689, 0.19392
0.55276, 0.16678
0.83278, 0.8612
0.12989, 0.55873
0.65215, 0.91986
0.97708, 0.63166
0.875, 0.91462
0.89756, 0.77677
0.62279, 0.7123
0.60128, 0.74025
0.77964, 0.39188
0.06146, 0.17126
0.27501, 0.87943
0.94966, 0.21751
0.50778, 0.27911
0.01267, 0.8597
0.2939, 0.38826
0.92289, 0.02497
0.3299, 0.27018
0.80161, 0.51763
0.21548, 0.3126
0.91241, 0.01967
0.54243, 0.25464
0.85237, 0.68027
0.52221, 0.77388
0.53488, 0.17466
0.46662, 0.33662
0.00683, 0.86138
0.50172, 0.53983
0.20021, 0.27951
0.23563, 0.63664
0.29682, 0.48469
0.78024, 0.55837
0.15487, 0.37855
0.03889, 0.80853
0.62034, 0.10502
0.6659, 0.86938
0.17701, 0.1447
0.85303, 0.89552
0.93597, 0.96434
0.05006, 0.91046
0.67746, 0.93956
0.61011, 0.80106
0.01882, 0.33618
0.34884, 0.12302
0.18873, 0.8823
0.06349, 0.80821
0.16285, 0.20964
0.68862, 0.15639
0.28176, 0.09572
0.17907, 0.56697
0.01859, 0.12803
0.72694, 0.84712
0.52571, 0.83171
0.1272, 0.33053
0.19657, 0.22241
0.67728, 0.73865
